No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,E_HP,E_Attack,E_Defense,E_SP_Attack,E_SP_Defense,E_Speed
489,Phione,Phione,4,0.4m,3.1kg,Water,,Hydration,,,Blue,0,0,100,40,Water1,Fairy,30,216,1250000,Mythical,,,80,80,80,80,80,80,480,1,0,0,0,0,0
490,Manaphy,Manaphy,4,0.3m,1.4kg,Water,,Hydration,,,Blue,0,0,100,10,Water1,Fairy,3,270,1250000,Mythical,,,100,100,100,100,100,100,600,3,0,0,0,0,0
491,Darkrai,Darkrai,4,1.5m,50.5kg,Dark,,Bad Dreams,,,Black,0,0,100,120,Undiscovered,,3,270,1250000,Mythical,,,70,90,90,135,90,125,600,0,0,0,2,0,1
492,Shaymin,Shaymin Land Form,4,0.2m,2.1kg,Grass,,Natural Cure,,,Green,0,0,100,120,Undiscovered,,45,270,1059860,Mythical,,,100,100,100,100,100,100,600,3,0,0,0,0,0
492,Shaymin,Shaymin Sky Form,4,0.4m,5.2kg,Grass,Flying,Serene Grace,,,Green,0,0,100,120,Undiscovered,,45,270,1059860,Mythical,,,100,103,75,120,75,127,600,0,0,0,0,0,3
493,Arceus,Arceus,4,3.2m,320.0kg,Normal,,Multitype,,,White,0,0,100,120,Undiscovered,,3,360,1250000,Mythical,,,120,120,120,120,120,120,720,3,0,0,0,0,0
494,Victini,Victini,5,0.4m,4.0kg,Psychic,Fire,Victory Star,,,Yellow,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,100,100,100,100,100,100,600,3,0,0,0,0,0
495,Snivy,Snivy,5,0.6m,8.1kg,Grass,,Overgrow,,Contrary,Green,87.5,12.5,0,20,Ground,Grass,45,62,1059860,Ordinary,,,45,45,55,45,55,63,308,0,0,0,0,0,1
496,Servine,Servine,5,0.8m,16.0kg,Grass,,Overgrow,,Contrary,Green,87.5,12.5,0,20,Ground,Grass,45,145,1059860,Ordinary,,,60,60,75,60,75,83,413,0,0,0,0,0,2
497,Serperior,Serperior,5,3.3m,63.0kg,Grass,,Overgrow,,Contrary,Green,87.5,12.5,0,20,Ground,Grass,45,238,1059860,Ordinary,,,75,75,95,75,95,113,528,0,0,0,0,0,3
498,Tepig,Tepig,5,0.5m,9.9kg,Fire,,Blaze,,Thick Fat,Red,87.5,12.5,0,20,Ground,,45,62,1059860,Ordinary,,,65,63,45,45,45,45,308,1,0,0,0,0,0
499,Pignite,Pignite,5,1.0m,55.5kg,Fire,Fighting,Blaze,,Thick Fat,Red,87.5,12.5,0,20,Ground,,45,146,1059860,Ordinary,,,90,93,55,70,55,55,418,0,2,0,0,0,0
500,Emboar,Emboar,5,1.6m,150.0kg,Fire,Fighting,Blaze,,Reckless,Red,87.5,12.5,0,20,Ground,,45,238,1059860,Ordinary,,,110,123,65,100,65,65,528,0,3,0,0,0,0
501,Oshawott,Oshawott,5,0.5m,5.9kg,Water,,Torrent,,Shell Armor,Blue,87.5,12.5,0,20,Ground,,45,62,1059860,Ordinary,,,55,55,45,63,45,45,308,0,0,0,1,0,0
502,Dewott,Dewott,5,0.8m,24.5kg,Water,,Torrent,,Shell Armor,Blue,87.5,12.5,0,20,Ground,,45,145,1059860,Ordinary,,,75,75,60,83,60,60,413,0,0,0,2,0,0
503,Samurott,Samurott,5,1.5m,94.6kg,Water,,Torrent,,Shell Armor,Blue,87.5,12.5,0,20,Ground,,45,264,1059860,Ordinary,,,95,100,85,108,70,70,528,0,0,0,3,0,0
503,Samurott,Hisuian Samurott,5,1.5m,58.2kg,Water,Dark,Torrent,,Sharpness,Blue,87.5,12.5,0,20,Ground,,45,264,1059860,Ordinary,,Hisuian,90,108,80,100,65,85,528,0,3,0,0,0,0
504,Patrat,Patrat,5,0.5m,11.6kg,Normal,,Run Away,Keen Eye,Analytic,Brown,50,50,0,15,Ground,,255,51,1000000,Ordinary,,,45,55,39,35,39,42,255,0,1,0,0,0,0
505,Watchog,Watchog,5,1.1m,27.0kg,Normal,,Illuminate,Keen Eye,Analytic,Brown,50,50,0,20,Ground,,255,147,1000000,Ordinary,,,60,85,69,60,69,77,420,0,2,0,0,0,0
506,Lillipup,Lillipup,5,0.4m,4.1kg,Normal,,Vital Spirit,Pickup,Run Away,Brown,50,50,0,15,Ground,,255,55,1059860,Ordinary,,,45,60,45,25,45,55,275,0,1,0,0,0,0
507,Herdier,Herdier,5,0.9m,14.7kg,Normal,,Intimidate,Sand Rush,Scrappy,Gray,50,50,0,15,Ground,,120,130,1059860,Ordinary,,,65,80,65,35,65,60,370,0,2,0,0,0,0
508,Stoutland,Stoutland,5,1.2m,61.0kg,Normal,,Intimidate,Sand Rush,Scrappy,Gray,50,50,0,15,Ground,,45,250,1059860,Ordinary,,,85,110,90,45,90,80,500,0,3,0,0,0,0
509,Purrloin,Purrloin,5,0.4m,10.1kg,Dark,,Limber,Unburden,Prankster,Purple,50,50,0,20,Ground,,255,56,1000000,Ordinary,,,41,50,37,50,37,66,281,0,0,0,0,0,1
510,Liepard,Liepard,5,1.1m,37.5kg,Dark,,Limber,Unburden,Prankster,Purple,50,50,0,20,Ground,,90,156,1000000,Ordinary,,,64,88,50,88,50,106,446,0,0,0,0,0,2
511,Pansage,Pansage,5,0.6m,10.5kg,Grass,,Gluttony,,Overgrow,Green,87.5,12.5,0,20,Ground,,190,63,1000000,Ordinary,,,50,53,48,53,48,64,316,0,0,0,0,0,1
512,Simisage,Simisage,5,1.1m,30.5kg,Grass,,Gluttony,,Overgrow,Green,87.5,12.5,0,20,Ground,,75,174,1000000,Ordinary,,,75,98,63,98,63,101,498,0,0,0,0,0,2
513,Pansear,Pansear,5,0.6m,11.0kg,Fire,,Gluttony,,Blaze,Red,87.5,12.5,0,20,Ground,,190,63,1000000,Ordinary,,,50,53,48,53,48,64,316,0,0,0,0,0,1
514,Simisear,Simisear,5,1.0m,28.0kg,Fire,,Gluttony,,Blaze,Red,87.5,12.5,0,20,Ground,,75,174,1000000,Ordinary,,,75,98,63,98,63,101,498,0,0,0,0,0,2
515,Panpour,Panpour,5,0.6m,13.5kg,Water,,Gluttony,,Torrent,Blue,87.5,12.5,0,20,Ground,,190,63,1000000,Ordinary,,,50,53,48,53,48,64,316,0,0,0,0,0,1
516,Simipour,Simipour,5,1.0m,29.0kg,Water,,Gluttony,,Torrent,Blue,87.5,12.5,0,20,Ground,,75,174,1000000,Ordinary,,,75,98,63,98,63,101,498,0,0,0,0,0,2
517,Munna,Munna,5,0.6m,23.3kg,Psychic,,Forewarn,Synchronize,Telepathy,Pink,50,50,0,10,Ground,,190,58,800000,Ordinary,,,76,25,45,67,55,24,292,1,0,0,0,0,0
518,Musharna,Musharna,5,1.1m,60.5kg,Psychic,,Forewarn,Synchronize,Telepathy,Pink,50,50,0,10,Ground,,75,170,800000,Ordinary,,,116,55,85,107,95,29,487,2,0,0,0,0,0
519,Pidove,Pidove,5,0.3m,2.1kg,Normal,Flying,Big Pecks,Super Luck,Rivalry,Gray,50,50,0,15,Flying,,255,53,1059860,Ordinary,,,50,55,50,36,30,43,264,0,1,0,0,0,0
520,Tranquill,Tranquill,5,0.6m,15.0kg,Normal,Flying,Big Pecks,Super Luck,Rivalry,Gray,50,50,0,15,Flying,,120,125,1059860,Ordinary,,,62,77,62,50,42,65,358,0,2,0,0,0,0
521,Unfezant,Unfezant,5,1.2m,29.0kg,Normal,Flying,Big Pecks,Super Luck,Rivalry,Gray,50,50,0,15,Flying,,45,244,1059860,Ordinary,,,80,115,80,65,55,93,488,0,3,0,0,0,0
522,Blitzle,Blitzle,5,0.8m,29.8kg,Electric,,Lightning Rod,Motor Drive,Sap Sipper,Black,50,50,0,20,Ground,,190,59,1000000,Ordinary,,,45,60,32,50,32,76,295,0,0,0,0,0,1
523,Zebstrika,Zebstrika,5,1.6m,79.5kg,Electric,,Lightning Rod,Motor Drive,Sap Sipper,Black,50,50,0,20,Ground,,75,174,1000000,Ordinary,,,75,100,63,80,63,116,497,0,0,0,0,0,2
524,Roggenrola,Roggenrola,5,0.4m,18.0kg,Rock,,Sturdy,Weak Armor,Sand Force,Blue,50,50,0,15,Mineral,,255,56,1059860,Ordinary,,,55,75,85,25,25,15,280,0,0,1,0,0,0
525,Boldore,Boldore,5,0.9m,102.0kg,Rock,,Sturdy,Weak Armor,Sand Force,Blue,50,50,0,15,Mineral,,120,137,1059860,Ordinary,,,70,105,105,50,40,20,390,0,1,1,0,0,0
526,Gigalith,Gigalith,5,1.7m,260.0kg,Rock,,Sturdy,Sand Stream,Sand Force,Blue,50,50,0,15,Mineral,,45,258,1059860,Ordinary,,,85,135,130,60,80,25,515,0,3,0,0,0,0
527,Woobat,Woobat,5,0.4m,2.1kg,Psychic,Flying,Unaware,Klutz,Simple,Blue,50,50,0,15,Ground,Flying,190,65,1000000,Ordinary,,,65,45,43,55,43,72,323,0,0,0,0,0,1
528,Swoobat,Swoobat,5,0.9m,10.5kg,Psychic,Flying,Unaware,Klutz,Simple,Blue,50,50,0,15,Ground,Flying,45,149,1000000,Ordinary,,,67,57,55,77,55,114,425,0,0,0,0,0,2
529,Drilbur,Drilbur,5,0.3m,8.5kg,Ground,,Sand Rush,Sand Force,Mold Breaker,Gray,50,50,0,20,Ground,,120,66,1000000,Ordinary,,,60,85,40,30,45,68,328,0,1,0,0,0,0
530,Excadrill,Excadrill,5,0.7m,40.4kg,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,Gray,50,50,0,20,Ground,,60,178,1000000,Ordinary,,,110,135,60,50,65,88,508,0,2,0,0,0,0
531,Audino,Audino,5,1.1m,31.0kg,Normal,,Healer,Regenerator,Klutz,Pink,50,50,0,20,Fairy,,255,390,800000,Ordinary,,,103,60,86,60,86,50,445,2,0,0,0,0,0
531,Audino,Mega Audino,5,1.5m,32.0kg,Normal,Fairy,Healer,,,White,50,50,0,20,Fairy,,255,425,800000,Ordinary,Mega,,103,60,126,80,126,50,545,2,0,0,0,0,0
532,Timburr,Timburr,5,0.6m,12.5kg,Fighting,,Guts,Sheer Force,Iron Fist,Gray,75,25,0,20,Human-Like,,180,61,1059860,Ordinary,,,75,80,55,25,35,35,305,0,1,0,0,0,0
533,Gurdurr,Gurdurr,5,1.2m,40.0kg,Fighting,,Guts,Sheer Force,Iron Fist,Gray,75,25,0,20,Human-Like,,90,142,1059860,Ordinary,,,85,105,85,40,50,40,405,0,2,0,0,0,0
534,Conkeldurr,Conkeldurr,5,1.4m,87.0kg,Fighting,,Guts,Sheer Force,Iron Fist,Brown,75,25,0,20,Human-Like,,45,253,1059860,Ordinary,,,105,140,95,55,65,45,505,0,3,0,0,0,0
535,Tympole,Tympole,5,0.5m,4.5kg,Water,,Swift Swim,Hydration,Water Absorb,Blue,50,50,0,20,Water1,,255,59,1059860,Ordinary,,,50,50,40,50,40,64,294,0,0,0,0,0,1
536,Palpitoad,Palpitoad,5,0.8m,17.0kg,Water,Ground,Swift Swim,Hydration,Water Absorb,Blue,50,50,0,20,Water1,,120,134,1059860,Ordinary,,,75,65,55,65,55,69,384,2,0,0,0,0,0
537,Seismitoad,Seismitoad,5,1.5m,62.0kg,Water,Ground,Swift Swim,Poison Touch,Water Absorb,Blue,50,50,0,20,Water1,,45,255,1059860,Ordinary,,,105,95,75,85,75,74,509,3,0,0,0,0,0
538,Throh,Throh,5,1.3m,55.5kg,Fighting,,Guts,Inner Focus,Mold Breaker,Red,100,0,0,20,Human-Like,,45,163,1000000,Ordinary,,,120,100,85,30,85,45,465,2,0,0,0,0,0
539,Sawk,Sawk,5,1.4m,51.0kg,Fighting,,Sturdy,Inner Focus,Mold Breaker,Blue,100,0,0,20,Human-Like,,45,163,1000000,Ordinary,,,75,125,75,30,75,85,465,0,2,0,0,0,0
540,Sewaddle,Sewaddle,5,0.3m,2.5kg,Bug,Grass,Swarm,Chlorophyll,Overcoat,Yellow,50,50,0,15,Bug,,255,62,1059860,Ordinary,,,45,53,70,40,60,42,310,0,0,1,0,0,0
541,Swadloon,Swadloon,5,0.5m,7.3kg,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,Green,50,50,0,15,Bug,,120,133,1059860,Ordinary,,,55,63,90,50,80,42,380,0,0,2,0,0,0
542,Leavanny,Leavanny,5,1.2m,20.5kg,Bug,Grass,Swarm,Chlorophyll,Overcoat,Yellow,50,50,0,15,Bug,,45,225,1059860,Ordinary,,,75,103,80,70,80,92,500,0,3,0,0,0,0
543,Venipede,Venipede,5,0.4m,5.3kg,Bug,Poison,Poison Point,Swarm,Speed Boost,Red,50,50,0,15,Bug,,255,52,1059860,Ordinary,,,30,45,59,30,39,57,260,0,0,1,0,0,0
544,Whirlipede,Whirlipede,5,1.2m,58.5kg,Bug,Poison,Poison Point,Swarm,Speed Boost,Gray,50,50,0,15,Bug,,120,126,1059860,Ordinary,,,40,55,99,40,79,47,360,0,0,2,0,0,0
545,Scolipede,Scolipede,5,2.5m,200.5kg,Bug,Poison,Poison Point,Swarm,Speed Boost,Red,50,50,0,20,Bug,,45,243,1059860,Ordinary,,,60,100,89,55,69,112,485,0,0,0,0,0,3
546,Cottonee,Cottonee,5,0.3m,0.6kg,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,Green,50,50,0,20,Grass,Fairy,190,56,1000000,Ordinary,,,40,27,60,37,50,66,280,0,0,0,0,0,1
547,Whimsicott,Whimsicott,5,0.7m,6.6kg,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,Green,50,50,0,20,Grass,Fairy,75,168,1000000,Ordinary,,,60,67,85,77,75,116,480,0,0,0,0,0,2
548,Petilil,Petilil,5,0.5m,6.6kg,Grass,,Chlorophyll,Own Tempo,Leaf Guard,Green,0,100,0,20,Grass,,190,56,1000000,Ordinary,,,45,35,50,70,50,30,280,0,0,0,1,0,0
549,Lilligant,Lilligant,5,1.1m,16.3kg,Grass,,Chlorophyll,Own Tempo,Leaf Guard,Green,0,100,0,20,Grass,,75,168,1000000,Ordinary,,,70,60,75,110,75,90,480,0,0,0,2,0,0
549,Lilligant,Hisuian Lilligant,5,1.2m,19.2kg,Grass,Fighting,Chlorophyll,Hustle,Leaf Guard,Green,0,100,0,20,Grass,,75,168,1000000,Ordinary,,Hisuian,70,105,75,50,75,105,480,0,1,0,0,0,1
550,Basculin,Basculin Red Stripe,5,1.0m,18.0kg,Water,,Reckless,Adaptability,Mold Breaker,Green,50,50,0,40,Water2,,25,161,1000000,Ordinary,,,70,92,65,80,55,98,460,0,0,0,0,0,2
550,Basculin,Basculin Blue Stripe,5,1.0m,18.0kg,Water,,Rock Head,Adaptability,Mold Breaker,Green,50,50,0,40,Water2,,25,161,1000000,Ordinary,,,70,92,65,80,55,98,460,0,0,0,0,0,2
550,Basculin,Hisuian Basculin,5,1.0m,18.0kg,Water,,Rattled,Adaptability,Mold Breaker,Green,50,50,0,40,Water2,,25,161,1000000,Ordinary,,Hisuian,70,92,65,80,55,98,460,0,0,0,0,0,2
551,Sandile,Sandile,5,0.7m,15.2kg,Ground,Dark,Intimidate,Moxie,Anger Point,Brown,50,50,0,20,Ground,,180,58,1059860,Ordinary,,,50,72,35,35,35,65,292,0,1,0,0,0,0
552,Krokorok,Krokorok,5,1.0m,33.4kg,Ground,Dark,Intimidate,Moxie,Anger Point,Brown,50,50,0,20,Ground,,90,123,1059860,Ordinary,,,60,82,45,45,45,74,351,0,2,0,0,0,0
553,Krookodile,Krookodile,5,1.5m,96.3kg,Ground,Dark,Intimidate,Moxie,Anger Point,Red,50,50,0,20,Ground,,45,260,1059860,Ordinary,,,95,117,80,65,70,92,519,0,3,0,0,0,0
554,Darumaka,Darumaka,5,0.6m,37.5kg,Fire,,Hustle,,Inner Focus,Red,50,50,0,20,Ground,,120,63,1059860,Ordinary,,,70,90,45,15,45,50,315,0,1,0,0,0,0
554,Darumaka,Galarian Darumaka,5,0.7m,40.0kg,Ice,,Hustle,,Inner Focus,White,50,50,0,20,Ground,,120,63,1059860,Ordinary,,Galarian,70,90,45,15,45,50,315,0,1,0,0,0,0
555,Darmanitan,Darmanitan,5,1.3m,92.9kg,Fire,,Sheer Force,,Zen Mode,Red,50,50,0,20,Ground,,60,168,1059860,Ordinary,,,105,140,55,30,55,95,480,0,2,0,0,0,0
555,Darmanitan,Darmanitan Zen-Mode,5,1.3m,92.9kg,Fire,Psychic,Sheer Force,,Zen Mode,Blue,50,50,0,20,Ground,,60,189,1059860,Ordinary,,,105,30,105,140,105,55,540,0,0,0,2,0,0
555,Darmanitan,Galarian Darmanitan,5,1.7m,120.0kg,Ice,,Gorilla Tactics,,Zen Mode,White,50,50,0,20,Ground,,60,168,1059860,Ordinary,,Galarian,105,140,55,30,55,95,480,0,2,0,0,0,0
555,Darmanitan,Galarian Darmanitan Zen-Mode,5,1.7m,120.0kg,Ice,Fire,Gorilla Tactics,,Zen Mode,White,50,50,0,20,Ground,,60,189,1059860,Ordinary,,Galarian,105,160,55,30,55,135,540,0,0,0,2,0,0
556,Maractus,Maractus,5,1.0m,28.0kg,Grass,,Water Absorb,Chlorophyll,Storm Drain,Green,50,50,0,20,Grass,,255,161,1000000,Ordinary,,,75,86,67,106,67,60,461,0,0,0,2,0,0
557,Dwebble,Dwebble,5,0.3m,14.5kg,Bug,Rock,Sturdy,Shell Armor,Weak Armor,Red,50,50,0,20,Bug,Mineral,190,65,1000000,Ordinary,,,50,65,85,35,35,55,325,0,0,1,0,0,0
558,Crustle,Crustle,5,1.4m,200.0kg,Bug,Rock,Sturdy,Shell Armor,Weak Armor,Red,50,50,0,20,Bug,Mineral,75,170,1000000,Ordinary,,,70,105,125,65,75,45,485,0,0,2,0,0,0
559,Scraggy,Scraggy,5,0.6m,11.8kg,Dark,Fighting,Shed Skin,Moxie,Intimidate,Yellow,50,50,0,15,Ground,Dragon,180,70,1000000,Ordinary,,,50,75,70,35,70,48,348,0,1,0,0,0,0
560,Scrafty,Scrafty,5,1.1m,30.0kg,Dark,Fighting,Shed Skin,Moxie,Intimidate,Red,50,50,0,15,Ground,Dragon,90,171,1000000,Ordinary,,,65,90,115,45,115,58,488,0,0,1,0,1,0
561,Sigilyph,Sigilyph,5,1.4m,14.0kg,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,Black,50,50,0,20,Flying,,45,172,1000000,Ordinary,,,72,58,80,103,80,97,490,0,0,0,2,0,0
562,Yamask,Yamask,5,0.5m,1.5kg,Ghost,,Mummy,,,Black,50,50,0,25,Mineral,Amorphous,190,61,1000000,Ordinary,,,38,30,85,55,65,30,303,0,0,1,0,0,0
562,Yamask,Galarian Yamask,5,0.5m,1.5kg,Ground,Ghost,Wandering Spirit,,,Black,50,50,0,25,Mineral,Amorphous,190,61,1000000,Ordinary,,Galarian,38,55,85,30,65,30,303,0,0,1,0,0,0
563,Cofagrigus,Cofagrigus,5,1.7m,76.5kg,Ghost,,Mummy,,,Yellow,50,50,0,25,Mineral,Amorphous,90,169,1000000,Ordinary,,,58,50,145,95,105,30,483,0,0,2,0,0,0
564,Tirtouga,Tirtouga,5,0.7m,16.5kg,Water,Rock,Solid Rock,Sturdy,Swift Swim,Blue,87.5,12.5,0,30,Water1,Water3,45,71,1000000,Ordinary,,,54,78,103,53,45,22,355,0,0,1,0,0,0
565,Carracosta,Carracosta,5,1.2m,81.0kg,Water,Rock,Solid Rock,Sturdy,Swift Swim,Blue,87.5,12.5,0,30,Water1,Water3,45,173,1000000,Ordinary,,,74,108,133,83,65,32,495,0,0,2,0,0,0
566,Archen,Archen,5,0.5m,9.5kg,Rock,Flying,Defeatist,,,Yellow,87.5,12.5,0,30,Flying,Water3,45,71,1000000,Ordinary,,,55,112,45,74,45,70,401,0,1,0,0,0,0
567,Archeops,Archeops,5,1.4m,32.0kg,Rock,Flying,Defeatist,,,Yellow,87.5,12.5,0,30,Flying,Water3,45,177,1000000,Ordinary,,,75,140,65,112,65,110,567,0,2,0,0,0,0
568,Trubbish,Trubbish,5,0.6m,31.0kg,Poison,,Stench,Sticky Hold,Aftermath,Green,50,50,0,20,Mineral,,190,66,1000000,Ordinary,,,50,50,62,40,62,65,329,0,0,0,0,0,1
569,Garbodor,Garbodor,5,1.9m,107.3kg,Poison,,Stench,Weak Armor,Aftermath,Green,50,50,0,20,Mineral,,60,166,1000000,Ordinary,,,80,95,82,60,82,75,474,0,2,0,0,0,0
570,Zorua,Zorua,5,0.7m,12.5kg,Dark,,Illusion,,,Gray,87.5,12.5,0,25,Ground,,75,66,1059860,Ordinary,,,40,65,40,80,40,65,330,0,0,0,1,0,0
570,Zorua,Hisuian Zorua,5,0.7m,12.5kg,Normal,Ghost,Illusion,,,Gray,87.5,12.5,0,25,Ground,,75,66,1059860,Ordinary,,Hisuian,35,60,40,85,40,70,330,0,0,0,1,0,0
571,Zoroark,Zoroark,5,1.6m,81.1kg,Dark,,Illusion,,,Gray,87.5,12.5,0,20,Ground,,45,179,1059860,Ordinary,,,60,105,60,120,60,105,510,0,0,0,2,0,0
571,Zoroark,Hisuian Zoroark,5,1.6m,73.0kg,Normal,Ghost,Illusion,,,Gray,87.5,12.5,0,20,Ground,,45,179,1059860,Ordinary,,Hisuian,60,105,60,120,60,105,510,0,0,0,2,0,0
572,Minccino,Minccino,5,0.4m,5.8kg,Normal,,Cute Charm,Technician,Skill Link,Gray,25,75,0,15,Ground,,255,60,800000,Ordinary,,,55,50,40,40,40,75,300,0,0,0,0,0,1
573,Cinccino,Cinccino,5,0.5m,7.5kg,Normal,,Cute Charm,Technician,Skill Link,Gray,25,75,0,15,Ground,,60,165,800000,Ordinary,,,75,95,60,65,60,115,470,0,0,0,0,0,2
574,Gothita,Gothita,5,0.4m,5.8kg,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25,75,0,20,Human-Like,,200,58,1059860,Ordinary,,,45,30,50,55,65,45,290,0,0,0,0,1,0
575,Gothorita,Gothorita,5,0.7m,18.0kg,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25,75,0,20,Human-Like,,100,137,1059860,Ordinary,,,60,45,70,75,85,55,390,0,0,0,0,2,0
576,Gothitelle,Gothitelle,5,1.5m,44.0kg,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25,75,0,20,Human-Like,,50,245,1059860,Ordinary,,,70,55,95,95,110,65,490,0,0,0,0,3,0
577,Solosis,Solosis,5,0.3m,1.0kg,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50,50,0,20,Amorphous,,200,58,1059860,Ordinary,,,45,30,40,105,50,20,290,0,0,0,1,0,0
578,Duosion,Duosion,5,0.6m,8.0kg,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50,50,0,20,Amorphous,,100,130,1059860,Ordinary,,,65,40,50,125,60,30,370,0,0,0,2,0,0
579,Reuniclus,Reuniclus,5,1.0m,20.1kg,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50,50,0,20,Amorphous,,50,245,1059860,Ordinary,,,110,65,75,125,85,30,490,0,0,0,3,0,0
580,Ducklett,Ducklett,5,0.5m,5.5kg,Water,Flying,Keen Eye,Big Pecks,Hydration,Blue,50,50,0,20,Water1,Flying,190,61,1000000,Ordinary,,,62,44,50,44,50,55,305,1,0,0,0,0,0
581,Swanna,Swanna,5,1.3m,24.2kg,Water,Flying,Keen Eye,Big Pecks,Hydration,White,50,50,0,20,Water1,Flying,45,166,1000000,Ordinary,,,75,87,63,87,63,98,473,0,0,0,0,0,2
582,Vanillite,Vanillite,5,0.4m,5.7kg,Ice,,Ice Body,Snow Cloak,Weak Armor,White,50,50,0,20,Mineral,,255,61,1250000,Ordinary,,,36,50,50,65,60,44,305,0,0,0,1,0,0
583,Vanillish,Vanillish,5,1.1m,41.0kg,Ice,,Ice Body,Snow Cloak,Weak Armor,White,50,50,0,20,Mineral,,120,138,1250000,Ordinary,,,51,65,65,80,75,59,395,0,0,0,2,0,0
584,Vanilluxe,Vanilluxe,5,1.3m,57.5kg,Ice,,Ice Body,Snow Warning,Weak Armor,White,50,50,0,20,Mineral,,45,268,1250000,Ordinary,,,71,95,85,110,95,79,535,0,0,0,3,0,0
585,Deerling,Deerling Spring Form,5,0.6m,19.5kg,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Pink,50,50,0,20,Ground,,190,67,1000000,Ordinary,,,60,60,50,40,50,75,335,0,0,0,0,0,1
585,Deerling,Deerling Summer Form,5,0.6m,19.5kg,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Green,50,50,0,20,Ground,,190,67,1000000,Ordinary,,,60,60,50,40,50,75,335,0,0,0,0,0,1
585,Deerling,Deerling Autumn Form,5,0.6m,19.5kg,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Red,50,50,0,20,Ground,,190,67,1000000,Ordinary,,,60,60,50,40,50,75,335,0,0,0,0,0,1
585,Deerling,Deerling Winter Form,5,0.6m,19.5kg,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Brown,50,50,0,20,Ground,,190,67,1000000,Ordinary,,,60,60,50,40,50,75,335,0,0,0,0,0,1
586,Sawsbuck,Sawsbuck,5,1.9m,92.5kg,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Brown,50,50,0,20,Ground,,75,166,1000000,Ordinary,,,80,100,70,60,70,95,475,0,2,0,0,0,0
587,Emolga,Emolga,5,0.4m,5.0kg,Electric,Flying,Static,,Motor Drive,White,50,50,0,20,Ground,,200,150,1000000,Ordinary,,,55,75,60,75,60,103,428,0,0,0,0,0,2
588,Karrablast,Karrablast,5,0.5m,5.9kg,Bug,,Swarm,Shed Skin,No Guard,Blue,50,50,0,15,Bug,,200,63,1000000,Ordinary,,,50,75,45,40,45,60,315,0,1,0,0,0,0
589,Escavalier,Escavalier,5,1.0m,33.0kg,Bug,Steel,Swarm,Shell Armor,Overcoat,Gray,50,50,0,15,Bug,,75,173,1000000,Ordinary,,,70,135,105,60,105,20,495,0,2,0,0,0,0
590,Foongus,Foongus,5,0.2m,1.0kg,Grass,Poison,Effect Spore,,Regenerator,White,50,50,0,20,Grass,,190,59,1000000,Ordinary,,,69,55,45,55,55,15,294,1,0,0,0,0,0
591,Amoonguss,Amoonguss,5,0.6m,10.5kg,Grass,Poison,Effect Spore,,Regenerator,White,50,50,0,20,Grass,,75,162,1000000,Ordinary,,,114,85,70,85,80,30,464,2,0,0,0,0,0
592,Frillish,Frillish,5,1.2m,33.0kg,Water,Ghost,Water Absorb,Cursed Body,Damp,White,50,50,0,20,Amorphous,,190,67,1000000,Ordinary,,,55,40,50,65,85,40,335,0,0,0,0,1,0
593,Jellicent,Jellicent,5,2.2m,135.0kg,Water,Ghost,Water Absorb,Cursed Body,Damp,White,50,50,0,20,Amorphous,,60,168,1000000,Ordinary,,,100,60,70,85,105,60,480,0,0,0,0,2,0
594,Alomomola,Alomomola,5,1.2m,31.6kg,Water,,Healer,Hydration,Regenerator,Pink,50,50,0,40,Water1,Water2,75,165,800000,Ordinary,,,165,75,80,40,45,65,470,2,0,0,0,0,0
595,Joltik,Joltik,5,0.1m,0.6kg,Bug,Electric,Compound Eyes,Unnerve,Swarm,Yellow,50,50,0,20,Bug,,190,64,1000000,Ordinary,,,50,47,50,57,50,65,319,0,0,0,0,0,1
596,Galvantula,Galvantula,5,0.8m,14.3kg,Bug,Electric,Compound Eyes,Unnerve,Swarm,Yellow,50,50,0,20,Bug,,75,165,1000000,Ordinary,,,70,77,60,97,60,108,472,0,0,0,0,0,2
