ID: 424 ID: 424 | Name: Pansage | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.6m | Weight: 10.5kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 316
ID: 509 ID: 509 | Name: Koraidon | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 2.5m | Weight: 303.0kg | Type: [Fighting, Dragon] | Category: Legendary | Mega Evolution: false | TOTAL: 670
ID: 108 ID: 108 | Name: Persian | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.0m | Weight: 32.0kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 440
ID: 357 ID: 357 | Name: Polteageist | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.2m | Weight: 0.4kg | Type: [Ghost, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 508
ID: 141 ID: 141 | Name: Mega Ampharos | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.4m | Weight: 61.5kg | Type: [Electric, Dragon] | Category: Ordinary | Mega Evolution: true | TOTAL: 610
ID: 429 ID: 429 | Name: Skorupi | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.8m | Weight: 12.0kg | Type: [Poison, Bug] | Category: Ordinary | Mega Evolution: false | TOTAL: 330
ID: 408 ID: 408 | Name: Sewaddle | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.3m | Weight: 2.5kg | Type: [Bug, Grass] | Category: Ordinary | Mega Evolution: false | TOTAL: 310
ID: 739 ID: 739 | Name: Infernape | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.2m | Weight: 55.0kg | Type: [Fire, Fighting] | Category: Ordinary | Mega Evolution: false | TOTAL: 534
ID: 330 ID: 330 | Name: Drilbur | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.3m | Weight: 8.5kg | Type: [Ground, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 328
ID: 493 ID: 493 | Name: Houndstone | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 2.0m | Weight: 15.0kg | Type: [Ghost, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 488
ID: 604 ID: 604 | Name: Eternatus | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 20.0m | Weight: 950.0kg | Type: [Poison, Dragon] | Category: Legendary | Mega Evolution: false | TOTAL: 690
ID: 253 ID: 253 | Name: Iron Thorns | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.6m | Weight: 303.0kg | Type: [Rock, Electric] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 570
ID: 841 ID: 841 | Name: Haxorus | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.8m | Weight: 105.5kg | Type: [Dragon, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 540
ID: 782 ID: 782 | Name: Crustle | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.4m | Weight: 200.0kg | Type: [Bug, Rock] | Category: Ordinary | Mega Evolution: false | TOTAL: 485
ID: 531 ID: 531 | Name: Magby | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.7m | Weight: 21.4kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 365
ID: 517 ID: 517 | Name: Mega Heracross | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.7m | Weight: 62.5kg | Type: [Bug, Fighting] | Category: Ordinary | Mega Evolution: true | TOTAL: 600
ID: 800 ID: 800 | Name: Perrserker | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.8m | Weight: 28.0kg | Type: [Steel, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 440
ID: 928 ID: 928 | Name: Servine | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.8m | Weight: 16.0kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 413
ID: 747 ID: 747 | Name: Throh | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.3m | Weight: 55.5kg | Type: [Fighting, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 465
ID: 662 ID: 662 | Name: Raikou | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.9m | Weight: 178.0kg | Type: [Electric, ] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 580
ID: 626 ID: 626 | Name: Snom | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.3m | Weight: 3.8kg | Type: [Ice, Bug] | Category: Ordinary | Mega Evolution: false | TOTAL: 185
ID: 1084 ID: 1084 | Name: Mega Gengar | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.4m | Weight: 40.5kg | Type: [Ghost, Poison] | Category: Ordinary | Mega Evolution: true | TOTAL: 600
ID: 569 ID: 569 | Name: Oricorio Pom-Pom Style | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.6m | Weight: 3.4kg | Type: [Electric, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 476
ID: 865 ID: 865 | Name: Mankey | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.5m | Weight: 28.0kg | Type: [Fighting, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 305
ID: 578 ID: 578 | Name: Salazzle | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 1.2m | Weight: 22.2kg | Type: [Poison, Fire] | Category: Ordinary | Mega Evolution: false | TOTAL: 480
ID: 1123 ID: 1123 | Name: Stakataka | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 5.5m | Weight: 820.0kg | Type: [Rock, Steel] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 570
ID: 580 ID: 580 | Name: Dhelmise | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 3.9m | Weight: 210.0kg | Type: [Ghost, Grass] | Category: Ordinary | Mega Evolution: false | TOTAL: 517
ID: 1036 ID: 1036 | Name: Kingdra | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.8m | Weight: 152.0kg | Type: [Water, Dragon] | Category: Ordinary | Mega Evolution: false | TOTAL: 540
ID: 224 ID: 224 | Name: Cascoon | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.7m | Weight: 11.5kg | Type: [Bug, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 205
ID: 68 ID: 68 | Name: Rotom | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.3m | Weight: 0.3kg | Type: [Electric, Ghost] | Category: Ordinary | Mega Evolution: false | TOTAL: 440
ID: 885 ID: 885 | Name: Fan Rotom | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.3m | Weight: 0.3kg | Type: [Electric, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 520
ID: 621 ID: 621 | Name: Pikachu | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.4m | Weight: 6.0kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 320
ID: 567 ID: 567 | Name: Dragalge | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 1.8m | Weight: 81.5kg | Type: [Poison, Dragon] | Category: Ordinary | Mega Evolution: false | TOTAL: 494
ID: 32 ID: 32 | Name: Registeel | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.9m | Weight: 205.0kg | Type: [Steel, ] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 580
ID: 492 ID: 492 | Name: Indeedee Male | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.9m | Weight: 28.0kg | Type: [Psychic, Normal] | Category: Ordinary | Mega Evolution: false | TOTAL: 475
ID: 225 ID: 225 | Name: Krookodile | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.5m | Weight: 96.3kg | Type: [Ground, Dark] | Category: Ordinary | Mega Evolution: false | TOTAL: 519
ID: 797 ID: 797 | Name: Hisuian Qwilfish | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.5m | Weight: 3.9kg | Type: [Dark, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 440
ID: 760 ID: 760 | Name: Cosmog | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.2m | Weight: 0.1kg | Type: [Psychic, ] | Category: Legendary | Mega Evolution: false | TOTAL: 200
ID: 831 ID: 831 | Name: Mega Latios | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 2.3m | Weight: 70.0kg | Type: [Dragon, Psychic] | Category: Semi-Legendary | Mega Evolution: true | TOTAL: 700
ID: 558 ID: 558 | Name: Slaking | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 2.0m | Weight: 130.5kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 670
ID: 590 ID: 590 | Name: Melmetal | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 2.5m | Weight: 800.0kg | Type: [Steel, ] | Category: Mythical | Mega Evolution: false | TOTAL: 600
ID: 147 ID: 147 | Name: Landorus Incarnate Form | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.5m | Weight: 68.0kg | Type: [Ground, Flying] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 600
ID: 78 ID: 78 | Name: Pawmi | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.3m | Weight: 2.5kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 240
ID: 391 ID: 391 | Name: Raticate | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.7m | Weight: 18.5kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 413
ID: 1095 ID: 1095 | Name: Dawn Wings Necrozma | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 4.2m | Weight: 350.0kg | Type: [Psychic, Ghost] | Category: Legendary | Mega Evolution: false | TOTAL: 680
ID: 500 ID: 500 | Name: Grovyle | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.9m | Weight: 21.6kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 405
ID: 875 ID: 875 | Name: Greedent | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.6m | Weight: 6.0kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 460
ID: 1055 ID: 1055 | Name: Mew | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.4m | Weight: 4.0kg | Type: [Psychic, ] | Category: Mythical | Mega Evolution: false | TOTAL: 600
ID: 634 ID: 634 | Name: Shroomish | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.4m | Weight: 4.5kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 295
ID: 802 ID: 802 | Name: Makuhita | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.0m | Weight: 86.4kg | Type: [Fighting, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 237
ID: 34 ID: 34 | Name: Gothita | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.4m | Weight: 5.8kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 290
ID: 929 ID: 929 | Name: Ariados | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.1m | Weight: 33.5kg | Type: [Bug, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 400
ID: 54 ID: 54 | Name: Mega Rayquaza | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 10.8m | Weight: 392.0kg | Type: [Dragon, Flying] | Category: Legendary | Mega Evolution: true | TOTAL: 780
ID: 42 ID: 42 | Name: Beautifly | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.0m | Weight: 28.4kg | Type: [Bug, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 395
ID: 1092 ID: 1092 | Name: Wyrdeer | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 1.8m | Weight: 95.1kg | Type: [Normal, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 525
ID: 741 ID: 741 | Name: Chinchou | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.5m | Weight: 12.0kg | Type: [Water, Electric] | Category: Ordinary | Mega Evolution: false | TOTAL: 330
ID: 164 ID: 164 | Name: Exploud | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.5m | Weight: 84.0kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 798 ID: 798 | Name: Electivire | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.8m | Weight: 138.6kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 540
ID: 165 ID: 165 | Name: Hattrem | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.6m | Weight: 4.8kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 370
ID: 697 ID: 697 | Name: Huntail | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.7m | Weight: 27.0kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 485
ID: 799 ID: 799 | Name: Sneasler | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 1.3m | Weight: 43.0kg | Type: [Fighting, Poison] | Category: Ordinary | Mega Evolution: false | TOTAL: 510
ID: 19 ID: 19 | Name: Mothim | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.9m | Weight: 23.3kg | Type: [Bug, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 424
ID: 241 ID: 241 | Name: Poliwag | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.6m | Weight: 12.4kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 300
ID: 1115 ID: 1115 | Name: Alolan Muk | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.0m | Weight: 52.0kg | Type: [Poison, Dark] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 772 ID: 772 | Name: Druddigon | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.6m | Weight: 139.0kg | Type: [Dragon, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 485
ID: 994 ID: 994 | Name: Absol | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.2m | Weight: 47.0kg | Type: [Dark, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 465
ID: 1003 ID: 1003 | Name: Goldeen | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.6m | Weight: 15.0kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 320
ID: 285 ID: 285 | Name: Swanna | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.3m | Weight: 24.2kg | Type: [Water, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 473
ID: 1008 ID: 1008 | Name: Kubfu | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.6m | Weight: 12.0kg | Type: [Fighting, ] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 385
ID: 989 ID: 989 | Name: Woobat | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.4m | Weight: 2.1kg | Type: [Psychic, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 323
ID: 344 ID: 344 | Name: Fraxure | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.0m | Weight: 36.0kg | Type: [Dragon, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 410
ID: 962 ID: 962 | Name: Hisuian Growlithe | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 0.8m | Weight: 22.7kg | Type: [Fire, Rock] | Category: Ordinary | Mega Evolution: false | TOTAL: 350
ID: 711 ID: 711 | Name: Groudon | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 3.5m | Weight: 950.0kg | Type: [Ground, ] | Category: Legendary | Mega Evolution: false | TOTAL: 670
ID: 675 ID: 675 | Name: Rufflet | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.5m | Weight: 10.5kg | Type: [Normal, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 350
ID: 566 ID: 566 | Name: Thundurus Therian Form | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 3.0m | Weight: 61.0kg | Type: [Electric, Flying] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 580
ID: 367 ID: 367 | Name: Phione | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.4m | Weight: 3.1kg | Type: [Water, ] | Category: Mythical | Mega Evolution: false | TOTAL: 480
ID: 478 ID: 478 | Name: Carbink | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.3m | Weight: 5.7kg | Type: [Rock, Fairy] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 196 ID: 196 | Name: Fennekin | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.4m | Weight: 9.4kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 307
ID: 974 ID: 974 | Name: Blitzle | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.8m | Weight: 29.8kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 295
ID: 280 ID: 280 | Name: Spiritomb | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.0m | Weight: 108.0kg | Type: [Ghost, Dark] | Category: Ordinary | Mega Evolution: false | TOTAL: 485
ID: 465 ID: 465 | Name: Pansear | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.6m | Weight: 11.0kg | Type: [Fire, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 316
ID: 608 ID: 608 | Name: Galarian Slowbro | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.6m | Weight: 70.5kg | Type: [Poison, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 359 ID: 359 | Name: Morelull | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.2m | Weight: 1.5kg | Type: [Grass, Fairy] | Category: Ordinary | Mega Evolution: false | TOTAL: 285
ID: 277 ID: 277 | Name: Kartana | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.3m | Weight: 0.1kg | Type: [Grass, Steel] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 570
ID: 44 ID: 44 | Name: Brambleghast | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.2m | Weight: 6.0kg | Type: [Grass, Ghost] | Category: Ordinary | Mega Evolution: false | TOTAL: 480
ID: 755 ID: 755 | Name: Ursaring | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.8m | Weight: 125.8kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 1048 ID: 1048 | Name: Machoke | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.5m | Weight: 70.5kg | Type: [Fighting, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 405
ID: 1108 ID: 1108 | Name: Weavile | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.1m | Weight: 34.0kg | Type: [Dark, Ice] | Category: Ordinary | Mega Evolution: false | TOTAL: 510
ID: 1002 ID: 1002 | Name: Clawitzer | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 1.3m | Weight: 35.3kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 734 ID: 734 | Name: Lotad | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 0.5m | Weight: 2.6kg | Type: [Water, Grass] | Category: Ordinary | Mega Evolution: false | TOTAL: 220
ID: 14 ID: 14 | Name: Barraskewda | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 1.3m | Weight: 30.0kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 742 ID: 742 | Name: Tauros | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.4m | Weight: 88.4kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 18 ID: 18 | Name: Magnezone | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.2m | Weight: 180.0kg | Type: [Electric, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 535
ID: 1164 ID: 1164 | Name: Pumpkaboo Average | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.3m | Weight: 3.5kg | Type: [Ghost, Grass] | Category: Ordinary | Mega Evolution: false | TOTAL: 335
ID: 1074 ID: 1074 | Name: Octillery | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 0.9m | Weight: 28.5kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 480
ID: 130 ID: 130 | Name: Stantler | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.4m | Weight: 71.2kg | Type: [Normal, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 465
ID: 94 ID: 94 | Name: Kadabra | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.3m | Weight: 56.5kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 400
ID: 258 ID: 258 | Name: Politoed | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.1m | Weight: 33.9kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 500
ID: 384 ID: 384 | Name: Vibrava | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.1m | Weight: 15.3kg | Type: [Ground, Dragon] | Category: Ordinary | Mega Evolution: false | TOTAL: 340
ID: 1022 ID: 1022 | Name: Aromatisse | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.8m | Weight: 15.5kg | Type: [Fairy, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 462
ID: 700 ID: 700 | Name: Chandelure | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.0m | Weight: 34.3kg | Type: [Ghost, Fire] | Category: Ordinary | Mega Evolution: false | TOTAL: 520
ID: 163 ID: 163 | Name: Drifblim | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.2m | Weight: 15.0kg | Type: [Ghost, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 498
ID: 801 ID: 801 | Name: Nihilego | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 1.2m | Weight: 55.5kg | Type: [Rock, Poison] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 570
ID: 561 ID: 561 | Name: Ledian | Generation: Dom nov 21 23:10:48 BRST 1999 | Height: 1.4m | Weight: 35.6kg | Type: [Bug, Flying] | Category: Ordinary | Mega Evolution: false | TOTAL: 390
ID: 405 ID: 405 | Name: Galarian Moltres | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 2.0m | Weight: 66.0kg | Type: [Dark, Flying] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 580
ID: 1042 ID: 1042 | Name: Greavard | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 0.6m | Weight: 35.0kg | Type: [Ghost, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 290
ID: 884 ID: 884 | Name: Gothorita | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 0.7m | Weight: 18.0kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 390
ID: 29 ID: 29 | Name: Turtwig | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.4m | Weight: 10.2kg | Type: [Grass, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 318
ID: 1099 ID: 1099 | Name: Corvisquire | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.8m | Weight: 16.0kg | Type: [Flying, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 365
ID: 103 ID: 103 | Name: Lileep | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.0m | Weight: 23.8kg | Type: [Rock, Grass] | Category: Ordinary | Mega Evolution: false | TOTAL: 355
ID: 50 ID: 50 | Name: Bisharp | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.6m | Weight: 70.0kg | Type: [Dark, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 490
ID: 926 ID: 926 | Name: Meowstic Male | Generation: Qui dez 12 23:10:48 BRST 2013 | Height: 0.6m | Weight: 8.5kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 466
ID: 83 ID: 83 | Name: Mega Banette | Generation: Qui nov 21 23:10:48 BRST 2002 | Height: 1.2m | Weight: 13.0kg | Type: [Ghost, ] | Category: Ordinary | Mega Evolution: true | TOTAL: 555
ID: 154 ID: 154 | Name: Reshiram | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 3.2m | Weight: 330.0kg | Type: [Dragon, Fire] | Category: Legendary | Mega Evolution: false | TOTAL: 680
ID: 1014 ID: 1014 | Name: Orbeetle | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.4m | Weight: 40.8kg | Type: [Bug, Psychic] | Category: Ordinary | Mega Evolution: false | TOTAL: 505
ID: 99 ID: 99 | Name: Mega Alakazam | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.2m | Weight: 48.0kg | Type: [Psychic, ] | Category: Ordinary | Mega Evolution: true | TOTAL: 600
ID: 789 ID: 789 | Name: Yamper | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 0.3m | Weight: 13.5kg | Type: [Electric, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 270
ID: 92 ID: 92 | Name: Prinplup | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 0.8m | Weight: 23.0kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 405
ID: 983 ID: 983 | Name: Slither Wing | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 3.2m | Weight: 92.0kg | Type: [Bug, Fighting] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 570
ID: 642 ID: 642 | Name: Galarian Zapdos | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.6m | Weight: 58.2kg | Type: [Fighting, Flying] | Category: Semi-Legendary | Mega Evolution: false | TOTAL: 580
ID: 395 ID: 395 | Name: Drampa | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 3.0m | Weight: 185.0kg | Type: [Normal, Dragon] | Category: Ordinary | Mega Evolution: false | TOTAL: 485
ID: 356 ID: 356 | Name: Salandit | Generation: Sex nov 18 23:10:48 BRST 2016 | Height: 0.6m | Weight: 4.8kg | Type: [Poison, Fire] | Category: Ordinary | Mega Evolution: false | TOTAL: 320
ID: 559 ID: 559 | Name: Corviknight | Generation: Sex nov 15 23:10:48 BRT 2019 | Height: 2.2m | Weight: 75.0kg | Type: [Flying, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 495
ID: 591 ID: 591 | Name: Rhyhorn | Generation: Ter fev 27 23:10:48 BRT 1996 | Height: 1.0m | Weight: 115.0kg | Type: [Ground, Rock] | Category: Ordinary | Mega Evolution: false | TOTAL: 345
ID: 133 ID: 133 | Name: Golett | Generation: Sáb set 18 23:10:48 BRT 2010 | Height: 1.0m | Weight: 92.0kg | Type: [Ground, Ghost] | Category: Ordinary | Mega Evolution: false | TOTAL: 303
ID: 460 ID: 460 | Name: Dialga | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 5.4m | Weight: 683.0kg | Type: [Steel, Dragon] | Category: Legendary | Mega Evolution: false | TOTAL: 680
ID: 217 ID: 217 | Name: Finizen | Generation: Sex nov 18 23:10:48 BRT 2022 | Height: 1.3m | Weight: 60.2kg | Type: [Water, ] | Category: Ordinary | Mega Evolution: false | TOTAL: 315
ID: 1091 ID: 1091 | Name: Lucario | Generation: Qui set 28 23:10:48 BRT 2006 | Height: 1.2m | Weight: 54.0kg | Type: [Fighting, Steel] | Category: Ordinary | Mega Evolution: false | TOTAL: 525
